Region,District,Ward,Village,team_leader,dateVaccination,dateVaccinati,Dogs,Cats,Correct_Village,Correct_Ward,Correct_District,Correct_Region
Mtwara,Mtwara urban,Chuno,Ligula C,NA,05/11/2016,05-Nov-16,6,0,Ligula A,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Chuno,Ligula A,NA,03/11/2016,03-Nov-16,40,4,Ligula A,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Chuno,Ligula 'A',NA,01/10/2015,01-Oct-15,74,11,Ligula A,Chuno,Mtwara Urban,Mtwara
mtwara,Mtwara urban,Chuno,Ligula A,Rashid karim,20/06/2012,20-Jun-12,41,0,Ligula A,Chuno,Mtwara Urban,Mtwara
mtwara,Mtwara urban,Chuno,Ligula c,Paul Nalupi,03/06/2012,03-Jul-12,35,12,Ligula A,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Chuno,Mangowela,Komba Magdalena,07/03/2011,07-Mar-11,172,45,Ligula A,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Shangani,Ligula A,MAGDALENA KOMBA,09/09/2014,09-Sep-14,16,1,Ligula A,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Chuno,Ligula B,NA,04/11/2016,04-Nov-16,3,0,Ligula B,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Chuno,Ligula 'B',NA,02/10/2015,02-Oct-15,0,0,Ligula B,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Chuno,Ligula B,MAGDALENA KOMBA,09/09/2014,09-Sep-14,9,1,Ligula B,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Chuno,Ligula 'C',NA,03/10/2015,03-Oct-15,4,4,Ligula C,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Chuno,Ligula C,MAGDALENA KOMBA,09/09/2014,09-Sep-14,0,0,Ligula C,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,Ligula Kati,NA,10/11/2016,10-Nov-16,0,0,Ligula Kati,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Shangani,Ligula Kati,ELVIDA ANAEL,13/09/2014,13-Sep-14,1,2,Ligula Kati,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,Mbelenje,NA,05/11/2016,05-Nov-16,0,0,Ligula Mbelenje,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,Mbelenje,NA,05/10/2015,05-Oct-15,0,0,Ligula Mbelenje,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Shangani,Kambarage,Mrope M.R/Sinani,06/03/2011,06-Mar-11,64,7,Ligula Mbelenje,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,Ligula Shuleni,NA,11/11/2016,11-Nov-16,0,0,Ligula Shuleni,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Shangani,Ligula shuleni,ELVIDA ANAELI,09/09/2014,09-Sep-14,0,0,Ligula shuleni,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,TES-Ligula,NA,01/11/2016,01-Nov-16,0,0,Ligula T.E.S,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,TES-Ligula,NA,01/10/2015,01-Oct-15,0,0,Ligula T.E.S,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,Ligula Umoja,NA,12/11/2016,12-Nov-16,0,0,Ligula Umoja,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Shangani,Ligula Umoja,NA,02/10/2015,02-Oct-15,0,2,Ligula Umoja,Shangani,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Shangani,Ligula Umoja,MOHAMED ALLY,09/09/2014,09-Sep-14,0,0,Ligula Umoja,Shangani,Mtwara Urban,Mtwara
Mtwara,Newala,Mkoma II,Lihanga,NA,01/11/2016,01-Dec-16,4,0,Lihanga,Mkoma II,Newala,Mtwara
Mtwara,Newala,Mkoma II,Lihanga,Ndwewe,24/08/2015,24-Aug-15,4,0,Lihanga,Mkoma II,Newala,Mtwara
mtwara,Newala,Mkoma II,Lihanga,Mndewe,19/09/2012,19-Sep-12,10,8,Lihanga,Mkoma II,Newala,Mtwara
Mtwara,Newala,Mkoma II,LIHANGA,HUSSEIN TULLY,07/03/2011,07-Mar-11,0,0,Lihanga,Mkoma II,Newala,Mtwara
Mtwara,Newala,Mkoma II,Lihanga,Muksin Nguka,05/07/2014,05-Jul-14,18,0,Lihanga,Mkoma II,Newala,Mtwara
Lindi,Kilwa, Lihimalyao  ,Lihimalyao Kasikazini,Boniface Achiula,17/11/2016,17-Nov-16,1,44,Lihimalyao Kaskazini,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Lihimalyao Kaskazini,Msami & Kigodi,24/09/2015,24-Sep-15,16,9,Lihimalyao Kaskazini,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Lihimalyao kas,NA,26/06/2012,26-Jun-12,4,60,Lihimalyao Kaskazini,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,LIHIMALYAO,LIHIMALYAO KASKAZINI,KASSIAN,17/02/2011,17-Feb-11,14,29,Lihimalyao Kaskazini,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Lihimalyao Kaskazini,Edward Msami,18/07/2014,18-Jul-14,10,48,Lihimalyao Kaskazini,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Lihimalyao Kusini,Edward Msami,18/07/2014,18-Jul-14,22,31,Lihimalyao Kusini,Lihimalyao,Kilwa,Lindi
Lindi,Lindi Rural,Mipingo,Lihimilo,ALLY CHILAMBO,24/06/2014,24-Jun-14,10,0,Lihimilo,Mipingo,Lindi Rural,Lindi
Lindi,Lindi rural,Mipingo,Lihimilo,Lazaro Malamla,14/11/2016,14-Nov-16,9,1,Lihimilo,Mipingo,Lindi Rural,Lindi
Lindi,Lindi rural,Mipingo,Lihimilo,Ernest Mmbando ,08/09/2015,08-Sep-15,12,3,Lihimilo,Mipingo,Lindi Rural,Lindi
lindi,Lindi rural,Mipingo,Lihimilo,Mariamu Mtwana,25/06/2012,25-Jun-12,3,0,Lihimilo,Mipingo,Lindi Rural,Lindi
Lindi,Lindi rural,Mipingo,Lihimilo ,Alli Chilambo ,20/02/2011,20-Feb-11,9,0,Lihimilo,Mipingo,Lindi Rural,Lindi
Lindi,Kilwa, Lihimalyao  ,Lihimalyao Kusini,Boniface Achiula,16/11/2016,16-Nov-16,7,35,Lihmalyo Kusini,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Lihimalyao Kusini,Msami & Kigodi,25/09/2015,25-Sep-15,9,8,Lihmalyo Kusini,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Lihimalyao kus,NA,27/06/2012,27-Jun-12,5,56,Lihmalyo Kusini,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,LIHIMALYAO,LIHIMALYAO KUSINI,ACHIULA,19/02/2011,19-Feb-11,3,38,Lihmalyo Kusini,Lihimalyao,Kilwa,Lindi
Lindi,Ruangwa,Ruangwa,Likangara,NA,11/11/2016,11-Dec-16,17,17,Likangara,Ruangwa,Ruangwa,Lindi
Lindi,Ruangwa,Ruangwa,Likangara,Dativa Mtalo,13/09/2015,13-Sep-15,25,6,Likangara,Ruangwa,Ruangwa,Lindi
Lindi,Ruangwa, Ruangwa  , Likangara ,NA,26/06/2012,26-Jun-12,7,3,Likangara,Ruangwa,Ruangwa,Lindi
Lindi,Ruangwa, Ruangwa  , Likangara ,NA,25/02/2011,25-Feb-11,16,23,Likangara,Ruangwa,Ruangwa,Lindi
Lindi,Ruangwa,Ruangwa,Likangara,Dativa Mtalo,09/06/2014,09-Jun-14,18,0,Likangara,Ruangwa,Ruangwa,Lindi
Lindi,Kilwa,Likawage,Likawage,Bibie Saidi Yusufu,03/09/2015,03-Oct-15,6,0,Likawage,Likawage,Kilwa,Lindi
Lindi,Kilwa,Likawage,Likawage,NA,23/06/2012,23-Jun-12,29,19,Likawage,Likawage,Kilwa,Lindi
Lindi,Kilwa,LIKAWAGE,LIKAWAGE,BIBIE,16/02/2011,16-Feb-11,6,0,Likawage,Likawage,Kilwa,Lindi
Lindi,Kilwa,Likawage,Likawage,Bibie Yusufu,14/07/2014,14-Jul-14,23,10,Likawage,Likawage,Kilwa,Lindi
Mtwara,Nanyumbu,Likokona  ,Likokona,NA,01/11/2016,01-Nov-16,30,7,Likokona,Likokona,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Likokona  ,Likokona,NA,21/08/2015,21-Aug-15,17,1,Likokona,Likokona,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Likokona,Likokona,N.Mungule,21/06/2012,21-Jun-12,30,2,Likokona,Likokona,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Likokona,Likokona,V.Umbella,10/06/2014,10-Jun-14,13,0,Likokona,Likokona,Nanyumbu,Mtwara
Mtwara,Tandahimba,Mkwiti,Likolombe,Manzi Salum,03/11/2016,03-Nov-16,5,0,Likolombe,Mkwiti,Tandahimba,Mtwara
Mtwara,Tandahimba,Mkwiti,Likolombe,Alaina D Lumen,22/08/2015,22-Aug-15,3,2,Likolombe,Mkwiti,Tandahimba,Mtwara
Mtwara,Tandahimba,Mkwiti,Likolombe,Mnyuvele Ally,22/06/2011,22-Jun-11,29,4,Likolombe,Mkwiti,Tandahimba,Mtwara
Mtwara,Tandahimba,Mkwiti,Likolombe,Faraji Livigha,28/06/2014,28-Jun-14,5,0,Likolombe,Mkwiti,Tandahimba,Mtwara
Lindi,Liwale,Mihumo,Likombora,NA,25/11/2016,25-Nov-16,0,1,Likombora,Mihumo,Liwale,Lindi
Lindi,Liwale,Mihumo,Likombora,Mbwana Mbwana,17/09/2015,17-Sep-15,8,2,Likombora,Mihumo,Liwale,Lindi
Lindi,Liwale , Mihumo  ,Likombora ,NA,19/06/2012,19-Jun-12,17,6,Likombora,Mihumo,Liwale,Lindi
Lindi,Liwale, Mihumo  , Likombora ,NA,12/02/2011,12-Feb-11,31,5,Likombora,Mihumo,Liwale,Lindi
Lindi,Liwale,Mihumo  ,Likombora,S. SEJA,01/07/2014,01-Jul-14,13,1,Likombora,Mihumo  ,Liwale,Lindi
Mtwara,Mtwara rural,Mayanga,Nangumi,NA,06/11/2016,06-Nov-16,18,0,Likonde,Mayanga,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Mayanga,Likonde,NA,05/11/2016,05-Nov-16,18,2,Likonde,Mayanga,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Mayanga,Nangumi,NA,31/08/2015,31-Aug-15,0,0,Likonde,Mayanga,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Mayanga,Likonde,NA,30/08/2015,30-Aug-15,10,1,Likonde,Mayanga,Mtwara Rural,Mtwara
Mtwara,Mtwara Rural, Mayanga  ,Likonde,"Kapinga J., Beatrice M., Shemtandulo",18/06/2014,18-Jun-14,28,0,Likonde, Mayanga  ,Mtwara Rural,Mtwara
Lindi,Lindi Urban,Mbanja,Likong´o,STELLA E. MUGINI,25/06/2014,25-Jun-14,20,11,Likong´o,Mbanja,Lindi Urban,Lindi
Lindi,Lindi urban,Mbanja,Mtomkavu,NA,05/11/2016,05-Nov-16,10,2,Likong'o,Mbanja,Lindi Urban,Lindi
Lindi,Lindi urban,Mbanja,Likongo,NA,04/11/2016,04-Nov-16,12,2,Likong'o,Mbanja,Lindi Urban,Lindi
Lindi,Lindi urban,Mbanja,Likong’o,NA,06/09/2015,06-Sep-15,16,0,Likong'o,Mbanja,Lindi Urban,Lindi
lindi,Lindi urban,Mbanja,Likong'o,Stella Mugini,30/06/2012,30-Jun-12,7,7,Likong'o,Mbanja,Lindi Urban,Lindi
Lindi,Lindi Urban,Mbanja,Likongo,Naceebu Makowa,17/02/2011,17-Feb-11,12,8,Likong'o,Mbanja,Lindi Urban,Lindi
Lindi,Liwale,Likongowele,Likongowele,NA,25/11/2016,25-Nov-16,28,6,Likongowele,Likongowele,Liwale,Lindi
Lindi,Liwale,Likongowele,Likongowele,Bakari Seif ,17/09/2015,17-Sep-15,1,3,Likongowele,Likongowele,Liwale,Lindi
Lindi,Liwale , Likongowele  ,Likongowele ,NA,19/06/2012,19-Jun-12,67,42,Likongowele,Likongowele,Liwale,Lindi
Lindi,Liwale, Likongowele  , Likongowele ,NA,03/02/2011,03-Feb-11,13,29,Likongowele,Likongowele,Liwale,Lindi
Lindi,Nachingwea,Namapwia,Likongowele,NA,10/11/2016,10-Nov-16,10,2,Likongowele,Namapwia,Nachingwea,Lindi
Lindi,Nachingwea,Namapwia,Likongowele,NA,07/09/2015,07-Sep-15,6,1,Likongowele,Namapwia,Nachingwea,Lindi
Lindi,Nachingwea,Namapwia,Likongowele,NA,24/06/2012,24-Jun-12,25,8,Likongowele,Namapwia,Nachingwea,Lindi
Lindi,Nachingwea, Namapwia  , Likongowele ,NA,22/02/2011,22-Feb-11,25,8,Likongowele,Namapwia,Nachingwea,Lindi
Lindi,Liwale,Likongowele  ,Likongowele,B.SEIF ,01/07/2014,01-Jul-14,5,4,Likongowele,Likongowele  ,Liwale,Lindi
Lindi,Nachingwea,Namapwia,Likongowele,Wilson Lameck,29/06/2014,29-Jun-14,20,9,Likongowele,Namapwia,Nachingwea,Lindi
Kusini Pemba,Mkoani,Kengeja ,Likoni,Ilyasa Khamis,21/09/2016,21-Sep-16,9,0,Likoni,Kengeja ,Mkoani,Pemba
Lindi,Lindi urban,Rasbura,Banduka,NA,05/11/2016,05-Nov-16,0,0,Likotwa,Rasbura,Lindi Urban,Lindi
Lindi,Lindi urban,Rasbura,Likotwa,NA,05/11/2016,05-Nov-16,0,0,Likotwa,Rasbura,Lindi Urban,Lindi
Lindi,Lindi urban,Rasbura,Banduka,NA,03/09/2015,03-Sep-15,12,1,Likotwa,Rasbura,Lindi Urban,Lindi
Lindi,Lindi urban,Rasbura,Likotwa,NA,03/09/2015,03-Sep-15,25,4,Likotwa,Rasbura,Lindi Urban,Lindi
Lindi,Lindi urban,Rasbura,Muhimbili,NA,03/09/2015,03-Sep-15,9,1,Likotwa,Rasbura,Lindi Urban,Lindi
lindi,Lindi urban,Rasbura,Likotwa,Naseeb Makowa,26/06/2012,26-Jun-12,35,5,Likotwa,Rasbura,Lindi Urban,Lindi
Lindi,Lindi Urban,Rasbura,Likotwa,Naceebu Makowa,18/02/2011,18-Feb-11,33,8,Likotwa,Rasbura,Lindi Urban,Lindi
Lindi,Lindi Urban,Rasbura,Likotwa,NASIBU S.MAKOWA,22/06/2014,22-Jun-14,19,3,Likotwa,Rasbura,Lindi Urban,Lindi
Lindi,Ruangwa,Likunja,Likunja,NA,11/11/2016,11-Dec-16,7,16,Likunja,Likunja,Ruangwa,Lindi
Lindi,Ruangwa,Likunja,Likunja,Yusuph Mkombe,12/09/2015,12-Sep-15,10,0,Likunja,Likunja,Ruangwa,Lindi
Lindi,Ruangwa, Likunja  , Likunja ,NA,26/06/2012,26-Jun-12,8,2,Likunja,Likunja,Ruangwa,Lindi
Lindi,Ruangwa, Likunja  , Likunja ,NA,25/02/2011,25-Feb-11,5,2,Likunja,Likunja,Ruangwa,Lindi
Lindi,Ruangwa, Likunja  , Likunja ,NA,01/02/2011,01-Mar-11,5,2,Likunja,Likunja,Ruangwa,Lindi
Lindi,Ruangwa,Likunja,Likunja,Joseph Billa,06/06/2014,06-Jun-14,8,6,Likunja,Likunja,Ruangwa,Lindi
Lindi,Ruangwa,Chinongwe,likwachu,NA,19/11/2016,19-Nov-16,20,12,Likwachu,Chinongwe,Ruangwa,Lindi
Lindi,Ruangwa,Chinongwe,likwachu,Emmauel Constatino,17/09/2015,17-Sep-15,26,10,Likwachu,Chinongwe,Ruangwa,Lindi
Lindi,Ruangwa, Chinongwe  , Likwachu ,NA,26/06/2012,26-Jun-12,28,6,Likwachu,Chinongwe,Ruangwa,Lindi
Lindi,Ruangwa, Chinongwe  , Likwachu ,NA,09/02/2011,09-Feb-11,21,12,Likwachu,Chinongwe,Ruangwa,Lindi
Lindi,Ruangwa,Chinongwe,Likwachu,Emmauel Constatino,11/06/2014,11-Jun-14,17,11,Likwachu,Chinongwe,Ruangwa,Lindi
Lindi,Lindi rural,Matimba,Likwaya,Saidi Mkingie,13/11/2016,13-Nov-16,13,0,Likwaya,Matimba,Lindi Rural,Lindi
Lindi,Lindi rural,Matimba,Likwaya,Emmanuel Mwashilanga ,09/09/2015,09-Sep-15,10,0,Likwaya,Matimba,Lindi Rural,Lindi
Lindi,Lindi rural,Matimba,Likwaya ,Said Nkingie ,19/02/2011,19-Feb-11,6,3,Likwaya,Matimba,Lindi Rural,Lindi
Mtwara,Newala,Mkoma II,Likwaya,Muksin Nguka,03/07/2014,03-Jul-14,0,0,Likwaya,Mkoma II,Newala,Mtwara
Lindi,Nachingwea,Mkoka,Likwela,NA,04/11/2016,04-Nov-16,7,1,Likwela,Mkoka,Nachingwea,Lindi
Lindi,Nachingwea,Mkoka,Likwela,NA,04/09/2015,04-Sep-15,9,0,Likwela,Mkoka,Nachingwea,Lindi
Lindi,Nachingwea,Mkoka,Likwela,NA,29/06/2012,29-Jun-12,14,1,Likwela,Mkoka,Nachingwea,Lindi
Lindi,Nachingwea,Mkoka,Likwela,Milton Mkosola,27/06/2014,27-Jun-14,9,8,Likwela,Mkoka,Nachingwea,Lindi
Mtwara,Masasi  ,Chiwale,Lilala,NA,05/11/2016,05-Nov-16,10,4,Lilala,Chiwale,Masasi,Mtwara
Mtwara,Masasi rural,Chiwale,Lilala,Horcea Pawasa,08/09/2015,08-Sep-15,17,14,Lilala,Chiwale,Masasi,Mtwara
mtwara,Masasi,Chiwale,Lilala,Senzia,15/02/2011,15-Feb-11,1,0,Lilala,Chiwale,Masasi,Mtwara
Mtwara,Masasi,Chiwale,Lilala,Emmanuel mwachiko,21/06/2014,21-Jun-14,18,14,Lilala,Chiwale,Masasi,Mtwara
Mtwara,Mtwara rural,Kitere,Lilido,NA,09/11/2016,09-Nov-16,4,2,Lilido,Kitere,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Kitere,Lilido,NA,25/08/2015,25-Aug-15,4,0,Lilido,Kitere,Mtwara Rural,Mtwara
mtwara,Mtwara rural,Kitere,Lilido,Joseph m.kapinga,30/06/2012,30-Jun-12,14,1,Lilido,Kitere,Mtwara Rural,Mtwara
mtwara,Mtwara rural,Kitere,Lilido,Allan Myonga,28/02/2011,28-Mar-11,28,13,Lilido,Kitere,Mtwara Rural,Mtwara
Mtwara,Mtwara Rural, Kitere  ,Lilido,"Kapinga J., Beatrice M., Shemtandulo",23/06/2014,23-Jun-14,14,0,Lilido, Kitere  ,Mtwara Rural,Mtwara
Lindi,Liwale,Lilombe,Lilombe,NA,25/11/2016,25-Nov-16,5,2,Lilombe,Lilombe,Liwale,Lindi
Lindi,Liwale,Lilombe,Lilombe,Shazir Meta,17/09/2015,17-Sep-15,14,0,Lilombe,Lilombe,Liwale,Lindi
Lindi,Liwale , Lilombe  ,Lilombe ,NA,19/06/2012,19-Jun-12,3,3,Lilombe,Lilombe,Liwale,Lindi
Lindi,Liwale, Lilombe  , Lilombe ,NA,28/02/2011,28-Feb-11,16,6,Lilombe,Lilombe,Liwale,Lindi
Lindi,Liwale,Lilombe  ,Lilombe,S. META,01/07/2014,01-Jul-14,10,2,Lilombe,Lilombe  ,Liwale,Lindi
Mtwara,Masasi  ,Chikukwe,Liloya,Mathew Kisumo,10/11/2016,10-Nov-16,22,14,Liloya,Chigugu,Masasi,Mtwara
Mtwara,Masasi rural,Chikukwe,Liloya,Julius Senzia,06/09/2015,06-Sep-15,12,15,Liloya,Chigugu,Masasi,Mtwara
Mtwara,Masasi,Chigugu,Liloya,Hassan  njaidi,19/06/2014,19-Jun-14,15,18,Liloya,Chigugu,Masasi,Mtwara
Mtwara,Mtwara urban,Likombe,Lilungu,NA,09/11/2016,09-Nov-16,4,0,Lilungu,Likombe,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Likombe,Lilungu,NA,10/10/2015,10-Oct-15,3,0,Lilungu,Likombe,Mtwara Urban,Mtwara
Mtwara,Mtwara Urban,Chuno,Lilungu,MAGDALENA KOMBA,11/09/2014,11-Sep-14,5,0,Lilungu,Chuno,Mtwara Urban,Mtwara
Kusini Pemba,Chakechake,Matale,Limani,Suleiman Juma,14/09/2016,14-Sep-16,1,0,Limani,Matale,Chake Chake,Pemba
Kusini Pemba,Chake Chake,Matale,Limani,NA,13/11/2013,13-Nov-13,26,0,Limani,Matale,Chake Chake,Pemba
Kusini Pemba,Chake Chake,Matale,Mchungani,NA,12/11/2013,12-Nov-13,3,0,Limani,Matale,Chake Chake,Pemba
Kusini Pemba,Chake Chake,KILINDI,Limani,NA,07/06/2012,07-Jun-12,9,5,Limani,Matale,Chake Chake,Pemba
Kusini Pemba,Chakechake,Matale,Limani,NA,11/12/2014,11-Dec-14,3,0,Limani,Matale,Chake Chake,Pemba
Kusini Pemba,Chakechake,Matale,M/mmoja,NA,11/12/2014,11-Dec-14,3,0,Limani,Matale,Chake Chake,Pemba
Kaskazini Pemba,Wete,Limbani,Limbani,NA,23/09/2016,23-Sep-16,33,0,Limbani,Limbani,Wete,Pemba
Kaskazini Pemba,Wete,Limbani,Weni,NA,14/11/2013,14-Nov-13,4,0,Limbani,Limbani,Wete,Pemba
Kaskazini Pemba,Wete,Limbani,Soba,NA,13/11/2013,13-Nov-13,6,3,Limbani,Limbani,Wete,Pemba
Kaskazini Pemba,Wete,LIMBANI,Limbani,NA,24/06/2012,24-Jun-12,8,0,Limbani,Limbani,Wete,Pemba
Kaskazini Pemba,Wete,Limbani,Limbani,NA,12/12/2014,12-Dec-14,9,0,Limbani,Limbani,Wete,Pemba
Kaskazini Pemba,Wete,Limbani,Limbani B,NA,08/12/2014,08-Dec-14,1,0,Limbani,Limbani,Wete,Pemba
Lindi,Liwale,Nangando,Lindota,NA,27/11/2016,27-Nov-16,8,4,Lindota,Nangando,Liwale,Lindi
Lindi,Liwale,Nangando,Lindota,Bakari Seif ,13/09/2015,13-Sep-15,23,4,Lindota,Nangando,Liwale,Lindi
Lindi,Liwale,Nangando  ,Lindota,B.SEIF ,01/07/2014,01-Jul-14,17,6,Lindota,Nangando  ,Liwale,Lindi
Lindi,Lindi rural,Mandwanga,Lindwandwali,Idrisa Natemba,15/11/2016,15-Nov-16,14,0,Lindwandwali,Mandwanga,Lindi Rural,Lindi
Lindi,Lindi Rural,Mandwanga,Lindwandwali,IDRISA NATENDA,23/06/2014,23-Jun-14,10,0,Lindwandwali,Mandwanga,Lindi Rural,Lindi
Lindi,Lindi rural,Mandwanga,Lindwandwali,Moses Sunye Sanga ,10/09/2015,10-Sep-15,2,0,Lindwandwali,Mandwanga,Lindi Rural,Lindi
lindi,Lindi rural,Mandwanga,Lindwandwali,Idrisa Natenda,30/06/2012,30-Jun-12,18,0,Lindwandwali,Mandwanga,Lindi Rural,Lindi
Lindi,Lindi rural,Mandwanga,Lindwandwali ,Idrisa Natenda ,20/02/2011,20-Feb-11,18,0,Lindwandwali,Mandwanga,Lindi Rural,Lindi
Lindi,Liwale,Mirui  ,Lineng`ene,H. KILAYA,02/07/2014,02-Jul-14,5,2,Lineng`ene,Mirui  ,Liwale,Lindi
Lindi,Liwale,Mirui,Lineng'ene,NA,25/11/2016,25-Nov-16,5,3,Lineng'ene,Mirui,Liwale,Lindi
Lindi,Liwale,Mirui,Lineng'ene,Mathias Yebete,16/09/2015,16-Sep-15,0,0,Lineng'ene,Mirui,Liwale,Lindi
Lindi,Liwale , Mirui  ,Lineng`ene ,NA,19/06/2012,19-Jun-12,12,0,Lineng'ene,Mirui,Liwale,Lindi
Mtwara,Newala,Nangwala,Lingana,NA,10/11/2016,10-Nov-16,0,0,Lingana,Luchindu,Newala,Mtwara
Mtwara,Newala,Luchingu,Lingana,Tully,24/08/2015,24-Aug-15,13,3,Lingana,Luchindu,Newala,Mtwara
Mtwara,Newala,Luchindu,LINGANA,MICHAEL MWALUGALI,05/03/2011,05-Mar-11,7,0,Lingana,Luchindu,Newala,Mtwara
Mtwara,Newala,Luchingu,Lingana,Silas Mwang'enga,04/07/2014,04-Jul-14,5,0,Lingana,Luchingu,Newala,Mtwara
Dar-es-salaam,Temeke,Kisarawe II,Lingato,Samson Mshana,24/02/2015,24-Feb-15,8,4,Lingato,Kisarawe II,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Kisarawe II,Kisarawe.11,Mary kileo,11/03/2013,11-Mar-13,24,2,Lingato,Kisarawe II,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kisarawe II,Lingato,Samson Mshana,25/09/2011,25-Sep-11,17,8,Lingato,Kisarawe II,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Kisarawe II,Lingato,Samson Mshana,22/04/2010,22-Apr-10,23,11,Lingato,Kisarawe II,Temeke,Dar-es-salaam
Lindi,Lindi rural,Nahukahuka,Linoha ,Moses Sunye,14/11/2016,14-Nov-16,5,2,Linoha,Nahukahuka,Lindi Rural,Lindi
Lindi,Lindi Rural,Nahukahuka,Linoha,HAULE. P.J.,29/06/2014,29-Jun-14,19,0,Linoha,Nahukahuka,Lindi Rural,Lindi
Lindi,Lindi rural,Nahukahuka,Linoha,Moses Sunye Sanga ,11/09/2015,11-Sep-15,4,1,Linoha,Nahukahuka,Lindi Rural,Lindi
lindi,Lindi rural,Nahukahuka,Linoha,Yusuf Chipanga,27/06/2012,27-Jun-12,14,3,Linoha,Nahukahuka,Lindi Rural,Lindi
Lindi,Lindi rural,Nahukahuka,Linoha ,Phelotheus Haule ,20/02/2011,20-Feb-11,12,0,Linoha,Nahukahuka,Lindi Rural,Lindi
Lindi,Nachingwea,Lionja,Lionja A,NA,03/11/2016,03-Nov-16,25,10,Lionja 'A',Lionja,Nachingwea,Lindi
Lindi,Nachingwea,Lionja,Lionja A,NA,03/09/2015,03-Sep-15,45,9,Lionja 'A',Lionja,Nachingwea,Lindi
Lindi,Nachingwea,Lionja,"Lionja""A""",NA,25/06/2012,25-Jun-12,39,11,Lionja 'A',Lionja,Nachingwea,Lindi
Lindi,Nachingwea, Lionja  ," Lionja""A"" ",NA,22/02/2011,22-Feb-11,12,11,Lionja 'A',Lionja,Nachingwea,Lindi
Lindi,Nachingwea,Lionja,Lionja B,NA,03/11/2016,03-Nov-16,47,11,Lionja 'B',Lionja,Nachingwea,Lindi
Lindi,Nachingwea,Lionja,Naulingo,NA,03/11/2016,03-Nov-16,13,5,Lionja 'B',Lionja,Nachingwea,Lindi
Lindi,Nachingwea,Lionja,Lionja B,NA,03/09/2015,03-Sep-15,25,3,Lionja 'B',Lionja,Nachingwea,Lindi
Lindi,Nachingwea,Lionja,Naulingo,NA,03/09/2015,03-Sep-15,11,4,Lionja 'B',Lionja,Nachingwea,Lindi
Lindi,Nachingwea,Lionja,"Lionja""B""",NA,25/06/2012,25-Jun-12,43,6,Lionja 'B',Lionja,Nachingwea,Lindi
Lindi,Nachingwea,Lionja,Naulingo,NA,25/06/2012,25-Jun-12,3,13,Lionja 'B',Lionja,Nachingwea,Lindi
Lindi,Nachingwea,Lionja,Naulingo,NA,28/02/2011,28-Feb-11,3,13,Lionja 'B',Lionja,Nachingwea,Lindi
Lindi,Nachingwea, Lionja  ," Lionja""B"" ",NA,23/02/2011,23-Feb-11,19,8,Lionja 'B',Lionja,Nachingwea,Lindi
